City,Total_Dependency_Ratio,Child_Dependency_Ratio,Elderly_Dependency_Ratio
Tunceli,43.44925991507504,21.475356289432515,21.973903625642524
Şanlıurfa,75.48370397532409,68.4450458193475,7.0386581559765915
Uşak,45.8244026825504,27.234833682664867,18.58956899988553
Van,60.01397791378245,53.298035852513514,6.715942061268927
Yozgat,52.03109582680364,30.877807765975973,21.153288060827673
Zonguldak,44.39860780362704,24.940098919215973,19.458508884411064
Aksaray,51.67664670658682,37.22542938075944,14.451217325827386
Bayburt,47.053015206190196,29.681693326870253,17.37132187931994
Karaman,49.372436423297785,32.60283604828314,16.769600375014647
Kırıkkale,46.00035622236657,27.487794145380633,18.51256207698594
Batman,60.83878730046778,53.28456743385228,7.554219866615498
Şırnak,65.60433841349811,59.892771466493386,5.711566947004715
Bartın,46.43621992773088,24.076949683914602,22.359270243816283
Ardahan,52.34873809787861,31.611717549390832,20.737020548487777
Iğdır,57.560910706039806,46.236567555510334,11.324343150529472
Yalova,47.42874232948628,29.28600802166169,18.142734307824593
Karabük,43.70472617446497,23.48045114556051,20.22427502890446
Kilis,58.38676043214943,45.20376245091732,13.182997981232115
Osmaniye,53.53672189879086,39.8371025526198,13.69961934617107
Düzce,45.03724176355879,29.88284972801783,15.154392035540958
Adana,49.99849193183532,37.525226629132526,12.473265302702794
Adıyaman,58.43428340203839,46.03399003565919,12.400293366379202
Afyonkarahisar,49.70601936886001,32.891353378058064,16.81466599080195
Ağrı,66.16381514318563,58.28449950882108,7.87931563436455
Amasya,48.974641675854464,27.246747519294377,21.727894156560087
Ankara,41.94221350851806,29.68930957207227,12.252903936445783
Antalya,42.97562577807783,30.851529515299138,12.124096262778691
Artvin,48.280081223207624,24.249813429597875,24.030267793609745
Aydın,47.33790432741402,27.939339283582882,19.398565043831148
Balıkesir,47.063329806232915,24.743008441101413,22.320321365131502
Bilecik,43.67175632496988,27.201299041433135,16.470457283536746
Bingöl,50.76077586206896,40.325431034482754,10.435344827586206
Bitlis,60.976545881656584,52.528069104563194,8.448476777093392
Bolu,45.241114419083324,25.74337486676223,19.497739552321093
Burdur,46.525910254259756,24.635438366763886,21.890471887495874
Bursa,44.62561372375037,31.239704229517894,13.385909494232475
Çanakkale,44.73730578247637,23.05141758769822,21.68588819477815
Çankırı,51.29122492504558,26.851451179179676,24.439773745865917
Çorum,52.60852066923475,29.657045938021042,22.951474731213708
Denizli,44.917516972348245,28.924318486341782,15.993198486006458
Diyarbakır,61.269123904352476,53.35723113594752,7.91189276840495
Edirne,41.51884624852977,21.036201756065537,20.482644492464235
Elazığ,47.13519756657324,32.71808989938717,14.417107667186077
Erzincan,46.2078887871597,28.315800619094777,17.892088168064923
Erzurum,52.23276533690245,39.01556163726803,13.21720369963443
Eskişehir,41.699677634131504,25.457323644794005,16.242353989337495
Gaziantep,60.839982651923904,52.00318980753895,8.83679284438496
Giresun,48.088945840530265,24.211750018989996,23.87719582154027
Gümüşhane,42.27735787052251,25.624816230520437,16.652541640002074
Hakkari,48.589936807593666,43.46897226408609,5.120964543507575
Hatay,54.48876445521857,43.05423961258639,11.43452484263219
Isparta,45.022800687117204,26.626443581745107,18.396357105372097
Mersin,48.376618665015556,34.62584672042465,13.750771944590905
İstanbul,40.10295164459475,30.36031721456399,9.742634430030753
İzmir,42.83003058552041,26.684558367586153,16.145472217934262
Kars,54.41757290483147,41.940161229237674,12.477411675593789
Kastamonu,51.05325811293411,24.367666906872955,26.68559120606116
Kayseri,49.40076600045009,36.27886832350356,13.121897676946528
Kırklareli,41.34770889487871,21.789913668502674,19.55779522637603
Kırşehir,46.32615569944286,29.081162475530792,17.24499322391206
Kocaeli,44.26798054300815,33.731066551924094,10.536913991084058
Konya,50.20784691055652,35.98530470532032,14.222542205236207
Kütahya,44.0471986670977,25.240842513615004,18.806356153482703
Malatya,50.03412572517166,34.65973651940104,15.374389205770623
Manisa,46.34139156333996,29.744376880552775,16.59701468278719
Kahramanmaraş,56.43728625628778,43.75112675044494,12.686159505842836
Mardin,64.88300823060638,55.84428093750676,9.038727293099619
Muğla,43.90483453334289,26.054722778030676,17.85011175531222
Muş,65.67136355715496,57.316653090667415,8.354710466487544
Nevşehir,48.558345222511484,31.15160785813391,17.40673736437757
Niğde,50.03866112592776,35.08238747958403,14.956273646343732
Ordu,49.937575545518165,28.357401870347985,21.580173675170176
Rize,44.73030585437233,26.427538279237073,18.30276757513526
Sakarya,45.28038062288619,31.242089757355735,14.038290865530461
Samsun,46.61555305012824,29.544641604903777,17.07091144522446
Siirt,64.4435814326328,56.314508058372795,8.129073374260008
Sinop,54.95370764817813,25.790946011189686,29.162761636988442
Sivas,49.97770131022406,30.946591117140887,19.03111019308318
Tekirdağ,42.87926744409577,30.509805408069052,12.369462036026718
Tokat,49.831644891761236,29.504813464496266,20.32683142726497
Trabzon,46.72231048817115,28.691572173736407,18.030738314434746
Tunceli,41.04828229649129,20.742394455366366,20.30588784112492
Şanlıurfa,76.70713053111486,69.76791154477088,6.939218986343978
Uşak,44.803045284537916,27.22113877696183,17.581906507576083
Van,61.51750928533472,55.06253214700809,6.454977138326622
Yozgat,51.65426284578576,31.452777267702896,20.201485578082863
Zonguldak,43.3260714835334,25.245027316097264,18.081044167436133
Aksaray,51.72176308539945,37.76801201043625,13.953751074963197
Bayburt,44.68945052696204,28.694703093557077,15.99474743340496
Karaman,49.14029653881031,32.89720066420925,16.243095874601064
Kırıkkale,44.766469393705336,27.301929933145434,17.464539460559898
Batman,62.50016686289743,55.14618524718402,7.353981615713412
Şırnak,66.5759792666587,61.06239502802397,5.51358423863472
Bartın,44.81829139121224,23.880346250776142,20.937945140436103
Ardahan,51.70301320322365,32.12576577138314,19.5772474318405
Iğdır,57.461254845611506,46.97420674082788,10.487048104783634
Yalova,46.87046070460705,29.474254742547423,17.39620596205962
Karabük,41.73464614542094,23.050462640760305,18.684183504660634
Kilis,58.220258055919516,45.39630016211775,12.82395789380177
Osmaniye,53.89596663619744,40.890939213893965,13.005027422303472
Düzce,44.204124257221864,29.957124786727068,14.246999470494792
Adana,49.60411051212938,37.81927223719676,11.784838274932614
Adıyaman,58.31738362203367,46.34103060063021,11.976353021403456
Afyonkarahisar,49.60411718131434,33.33333333333333,16.270783847980997
Ağrı,66.413393074653,58.98170447782366,7.431688596829352
Amasya,48.40474180385536,27.42190797804981,20.982833825805542
Ankara,41.71853242644211,30.033313215289166,11.68521921115295
Antalya,43.02254367117894,31.312507920789162,11.710035750389777
Artvin,47.10457350579085,24.012173471975654,23.0924000338152
Aydın,47.009840421257884,28.139881829236284,18.8699585920216
Balıkesir,46.453743625502526,24.767855458456367,21.685888167046162
Bilecik,42.01872413990352,26.51760234401317,15.501121795890349
Bingöl,50.5823449088329,40.5381670191973,10.0441778896356
Bitlis,60.852611467900466,52.85914876965219,7.99346269824828
Bolu,44.815062512771924,25.79836147801371,19.016701034758217
Burdur,46.060691327027556,25.071968139217766,20.98872318780979
Bursa,44.471756681259286,31.579340949024914,12.892415732234369
Çanakkale,43.703652514126844,22.81000653848403,20.89364597564282
Çankırı,48.73204968687917,26.863773535618783,21.86827615126039
Çorum,52.16138410267319,30.208608097567897,21.952776005105296
Denizli,44.70564880036381,29.261098447463386,15.44455035290043
Diyarbakır,61.792459878664715,54.10496548220316,7.6874943964615525
Edirne,40.90095148749097,21.239159239768686,19.661792247722286
Elazığ,46.8930259857802,33.17903479978594,13.713991185994265
Erzincan,45.56701285245578,27.955324765029477,17.6116880874263
Erzurum,52.35290966342786,39.488643691479844,12.864265971948022
Eskişehir,41.1940409780005,25.526163101647615,15.667877876352886
Gaziantep,61.38438601850791,52.758206998383415,8.62617902012449
Giresun,47.24208177088064,24.374586409581024,22.867495361299614
Gümüşhane,42.302042529378845,25.71261191941802,16.58943060996083
Hakkari,47.92266939306627,43.122037364067296,4.800632028998978
Hatay,54.48962043974942,43.59722392826434,10.892396511485074
Isparta,44.54137032234404,26.827838683903753,17.71353163844028
Mersin,48.07027851902628,34.9723765923242,13.097901926702082
İstanbul,40.43635422112271,31.05500968896245,9.381344532160263
İzmir,42.3029760475551,26.81957129132013,15.48340475623497
Kars,54.42405970021596,42.28676203305749,12.137297667158467
Kastamonu,50.31523725131937,24.536358147157767,25.7788791041616
Kayseri,49.39438341275993,36.76711362715261,12.62726978560732
Kırklareli,40.18281336798474,21.638871731521515,18.543941636463227
Kırşehir,45.60712780687496,29.09096381915598,16.516163987718983
Kocaeli,43.995610016594625,33.92455603535855,10.07105398123607
Konya,50.12128901225006,36.4098452373984,13.711443774851656
Kütahya,44.14327009170743,25.92050360519667,18.222766486510753
Malatya,49.76559079575114,34.92706538466597,14.83852541108516
Manisa,45.79951741566502,29.855877391760167,15.943640023904853
Kahramanmaraş,57.09079383026223,44.862462488834126,12.228331341428108
Mardin,65.61277295214737,56.704142141834254,8.908630810313111
Muğla,43.574100813374905,26.210972918666965,17.363127894707944
Muş,66.29927935565918,58.315534613754195,7.983744741904979
Nevşehir,48.90519328192459,31.767113373761575,17.13807990816301
Niğde,50.25275101038606,35.68588837757334,14.566862632812724
Ordu,48.38425681195637,28.330626171368156,20.053630640588207
Rize,44.12495503950322,26.46777934421756,17.65717569528566
Sakarya,45.123980707570944,31.576491264848748,13.54748944272219
Samsun,46.28220727207814,29.968054197253558,16.314153074824585
Siirt,64.71084845926552,56.96173615077099,7.749112308494525
Sinop,54.04401197394895,25.844240516534285,28.199771457414663
Sivas,49.92835247798404,31.271244997426255,18.657107480557784
Tekirdağ,42.798494270324234,30.863576177304523,11.934918093019709
Tokat,49.02457772242547,29.51588892348408,19.508688798941385
Trabzon,46.106464359667605,28.738685788174443,17.367778571493158
Tunceli,38.615075124159176,19.603004966367006,19.012070157792166
Şanlıurfa,77.48354243658248,70.68709836875927,6.7964440678232085
Uşak,44.40969138761621,27.51538346680079,16.89430792081542
Van,62.16453339875034,55.96199079351795,6.202542605232399
Yozgat,51.53538955250491,32.21001961133892,19.325369941165984
Zonguldak,42.63886345202899,25.68055162440448,16.95831182762451
Aksaray,51.85651863150371,38.28466373396409,13.571854897539627
Bayburt,47.083325884477176,30.487870282639395,16.595455601837784
Karaman,49.02831924371587,33.31814928092666,15.71016996278921
Kırıkkale,43.99360926054322,27.380198756016437,16.613410504526772
Batman,63.51064410480349,56.34579694323144,7.164847161572052
Şırnak,66.98788502400377,61.708966611342774,5.278918412660994
Bartın,44.010160365888964,24.16632895270075,19.843831413188212
Ardahan,51.40757749712973,32.40566398775354,19.001913509376195
Iğdır,57.22646452260186,47.14500704690772,10.08145747569414
Yalova,46.0571899611233,29.220460950641076,16.836729010482227
Karabük,41.467643955166416,23.375638137067565,18.09200581809885
Kilis,57.47602633788501,45.06275133678024,12.413275001104777
Osmaniye,53.426887422161876,41.156238964856925,12.270648457304942
Düzce,43.89160752247356,30.17967715247144,13.711930370002115
Adana,48.969868294768084,37.72243236631206,11.247435928456019
Adıyaman,58.236002346234194,46.56425903248711,11.67174331374708
Afyonkarahisar,49.304269096613766,33.486873946494434,15.817395150119328
Ağrı,68.15237294938042,60.92096021672603,7.231412732654392
Amasya,49.089791564980025,28.24086627980548,20.848925285174538
Ankara,41.28916863462899,29.822900257069808,11.466268377559183
Antalya,42.649874930768476,31.379465961017978,11.2704089697505
Artvin,47.94831608755276,25.20703841564409,22.741277671908673
Aydın,46.0944659661378,28.044583697159588,18.049882268978212
Balıkesir,45.720454036925275,24.85180907227218,20.868644964653093
Bilecik,41.23002044937664,26.09748173252725,15.132538716849394
Bingöl,51.05602281141898,41.18212663432102,9.873896177097954
Bitlis,62.80979126338575,54.90278347271358,7.907007790672171
Bolu,44.4779078189928,25.84442072357135,18.633487095421447
Burdur,46.26896178365061,25.4985581862978,20.770403597352807
Bursa,44.00180247236838,31.442894821618488,12.558907650749894
Çanakkale,42.80287427342213,22.647153053175135,20.15572122024699
Çankırı,50.77464103976923,27.607526010436583,23.167115029332642
Çorum,52.14970170225508,30.583580955013474,21.56612074724161
Denizli,44.24586795875109,29.338661010493468,14.907206948257626
Diyarbakır,62.44004896419326,54.87725983990123,7.562789124292031
Edirne,40.18316444487322,21.200354200619508,18.982810244253713
Elazığ,46.78635827509286,33.40869595833344,13.377662316759423
Erzincan,44.93714471740165,28.607918263090674,16.329226454310973
Erzurum,53.00712244980082,40.45591726691079,12.551205182890024
Eskişehir,40.607181484591734,25.33909298548868,15.26808849910305
Gaziantep,61.221641723253924,52.854176497589535,8.367465225664397
Giresun,47.88381434096995,25.320183386978982,22.563630953990966
Gümüşhane,42.099769531380474,27.38568422459,14.714085306790475
Hakkari,51.73045602605863,46.783937846641436,4.946518179417202
Hatay,54.49450765005884,43.86818360141232,10.626324048646527
Isparta,44.43186736358491,27.17814695209242,17.253720411492495
Mersin,47.66128129485981,35.045468912565354,12.615812382294452
İstanbul,40.26442737314029,31.026240309430015,9.238187063710281
İzmir,41.69886585998168,26.768869720573914,14.929996139407772
Kars,55.54329899694487,43.50285235352962,12.040446643415253
Kastamonu,50.69545897864454,25.313735567759192,25.381723410885336
Kayseri,49.151334128534394,36.999166880634256,12.152167247900138
Kırklareli,39.6422366289764,21.68111917732466,17.96111745165174
Kırşehir,45.50299345472594,29.337097124422247,16.16589633030369
Kocaeli,43.49073653605269,33.69049759689379,9.800238939158898
Konya,49.90744879085214,36.593276629100686,13.314172161751458
Kütahya,44.05147284636181,26.238112259539143,17.813360586822668
Malatya,49.91786377201575,35.522108175889684,14.395755596126067
Manisa,45.448509839362806,29.913968621912783,15.534541217450021
Kahramanmaraş,57.61868685456771,45.72749688291502,11.891189971652699
Mardin,66.6822427982692,57.89504020288769,8.787202595381506
Muğla,43.167977989900855,26.576676188312014,16.59130180158884
Muş,67.48876974351543,59.82735421367503,7.661415529840395
Nevşehir,48.61457756179884,32.04948990225033,16.56508765954851
Niğde,51.10093472356686,36.78021573180031,14.320718991766551
Ordu,48.953490471957636,29.045028703516056,19.908461768441583
Rize,44.637707754417235,27.394746500288363,17.242961254128875
Sakarya,44.68119302582805,31.48064540166654,13.200547624161505
Samsun,46.07442843633532,30.164098570395502,15.910329865939813
Siirt,66.9904611884134,59.27756242953994,7.712898758873463
Sinop,54.752383652397086,26.650651307838075,28.101732344559004
Sivas,50.295971068132616,32.565284178187405,17.730686889945208
Tekirdağ,42.08719712621425,30.632328959157086,11.454868167057167
Tokat,49.41767691181397,30.396446253303715,19.021230658510255
Trabzon,45.959200341544005,29.080244278209864,16.878956063334137
Tunceli,37.894261788155845,19.84722616878667,18.047035619369183
Şanlıurfa,77.81631242254268,71.1091351285523,6.707177293990386
Uşak,43.95688050235083,27.612729166009274,16.344151336341547
Van,63.68001324947912,57.61630632322519,6.063706926253932
Yozgat,51.45102124981008,32.79141614754039,18.659605102269687
Zonguldak,42.39005713331505,26.087620319898853,16.30243681341619
Aksaray,51.53377467483074,38.381647423876124,13.15212725095461
Bayburt,45.18848848125948,29.999277821910887,15.189210659348596
Karaman,49.38501135503407,33.90522331566995,15.479788039364117
Kırıkkale,43.93359667467018,27.75927503679033,16.174321637879842
Batman,65.02195115761693,57.956413488189796,7.065537669427127
Şırnak,69.87327927842777,64.49895693385812,5.374322344569642
Bartın,44.092688809158716,24.589480579416712,19.503208229742004
Ardahan,53.08307187790688,33.99813959354849,19.0849322843584
Iğdır,58.53410385804981,48.74409897444246,9.790004883607358
Yalova,45.39566596439238,29.00701502558285,16.38865093880953
Karabük,40.861001947655325,23.253160618178885,17.607841329476436
Kilis,57.78575149024828,45.10446206377684,12.681289426471439
Osmaniye,53.274915117383436,41.501137093049934,11.7737780243335
Düzce,43.784055471150666,30.26277211059199,13.521283360558673
Adana,48.56373610801838,37.81716229073463,10.746573817283751
Adıyaman,57.79836433379171,46.49370857845925,11.304655755332456
Afyonkarahisar,49.04402132648038,33.61090020108301,15.433121125397367
Ağrı,69.55430065163284,62.500469025552505,7.0538316260803215
Amasya,49.21426709889216,28.602780813211837,20.61148628568032
Ankara,40.99456144945033,29.90161136475894,11.092950084691388
Antalya,42.42945825481089,31.515405077916892,10.914053176894004
Artvin,48.07753303964758,25.402643171806165,22.67488986784141
Aydın,45.55894383718807,27.918032652861008,17.640911184327063
Balıkesir,45.22726665679202,24.819767427743066,20.407499229048952
Bilecik,41.47936433867372,26.362316586301652,15.117047752372065
Bingöl,51.487563363343114,41.6562700205685,9.831293342774613
Bitlis,63.76703781915914,56.041466692263384,7.7255711268957565
Bolu,44.247344928428504,25.957653532399572,18.289691396028935
Burdur,46.686381899396196,26.0308410585621,20.6555408408341
Bursa,43.48018305196725,31.313626333847306,12.16655671811995
Çanakkale,42.690512792357524,22.76380805973427,19.926704732623257
Çankırı,51.2382487683311,27.937293865096276,23.300954903234828
Çorum,51.802547953872256,30.6786874874184,21.12386046645386
Denizli,44.02201387108739,29.488448159567625,14.533565711519762
Diyarbakır,62.71836067805842,55.32303083940363,7.395329838654775
Edirne,39.83833517254344,21.408405596304405,18.42992957623903
Elazığ,46.849699469981246,33.67077944978523,13.178920020196022
Erzincan,46.740675820430425,29.602363099295616,17.138312721134806
Erzurum,53.734929550186415,41.196799496441194,12.538130053745219
Eskişehir,39.92477429805079,25.05949985342416,14.865274444626628
Gaziantep,61.20633411966825,53.042658873540525,8.16367524612773
Giresun,48.032306411323894,25.773189009159037,22.25911740216486
Gümüşhane,43.24110540295252,28.450221063937853,14.790884339014662
Hakkari,54.59698787182581,49.56734571357651,5.0296421582492945
Hatay,54.24536395564156,43.886531097227746,10.358832858413813
Isparta,44.888008842656326,27.8011351692243,17.08687367343202
Mersin,47.27143210585831,35.111309629565675,12.160122476292635
İstanbul,40.162950935303904,31.26017378214035,8.902777153163559
İzmir,41.21114979456312,26.744775811508276,14.466373983054842
Kars,56.424623224079106,44.41637517813189,12.00824804594723
Kastamonu,50.038609731244435,25.277432811106866,24.76117692013756
Kayseri,49.33649226603605,37.46060491510002,11.875887350936033
Kırklareli,39.038507155847235,21.64505416304262,17.39345299280462
Kırşehir,44.58744090131778,28.6867518358314,15.90068906548637
Kocaeli,43.169211736176116,33.665377123074386,9.503834613101732
Konya,49.71038807028821,36.783208742248846,12.927179328039367
Kütahya,43.262223598575474,26.053035108662538,17.20918848991294
Malatya,49.936958945592785,35.8100055844587,14.126953361134087
Manisa,44.988614261130934,29.887305056845666,15.101309204285274
Kahramanmaraş,57.57032454869505,45.957834302716684,11.612490245978368
Mardin,67.48392443590913,58.78786986418068,8.696054571728462
Muğla,43.05051202678366,26.688573432832584,16.36193859395107
Muş,68.63133091898663,61.14436714663215,7.4869637723544855
Nevşehir,48.818232976927405,32.51138282089323,16.306850156034177
Niğde,51.49025675949432,37.40706099384932,14.083195765645002
Ordu,48.81812017463509,29.4407236015116,19.377396573123487
Rize,45.01331651247547,27.799533922063357,17.213782590412112
Sakarya,44.50204783760478,31.6347645763291,12.86728326127568
Samsun,45.996913162994005,30.406133117029427,15.59078004596458
Siirt,68.59595679867073,60.95421223410648,7.641744564564251
Sinop,55.31334326034211,27.211090030914818,28.102253229427284
Sivas,50.99765928641049,33.03687535396305,17.960783932447445
Tekirdağ,41.461148439874194,30.302893710204398,11.1582547296698
Tokat,49.44120294487412,30.799673673430423,18.641529271443698
Trabzon,46.06929201151493,29.268434388868897,16.80085762264604
Tunceli,38.18362166069838,20.045056404566164,18.13856525613221
Şanlıurfa,77.96227501694221,71.38649262566359,6.575782391278631
Uşak,44.01747145632939,27.879658921201806,16.137812535127583
Van,64.97644993004708,59.037273740134985,5.939176189912083
Yozgat,51.20177546029454,33.091290404829365,18.11048505546518
Zonguldak,42.15829255120467,26.567425527510984,15.590867023693683
Aksaray,51.62413613846248,38.66965323221822,12.954482906244266
Bayburt,45.33935192648718,30.683540222473,14.655811704014187
Karaman,49.15556851099492,34.05964765253512,15.095920858459802
Kırıkkale,43.5845518922744,27.876634143065964,15.70791774920843
Batman,66.1518035090953,59.27156895499004,6.880234554105273
Şırnak,73.29140040691176,67.83176204258245,5.459638364329312
Bartın,44.03608594744329,25.105188290783857,18.93089765665943
Ardahan,53.289166017147316,34.48324240062354,18.805923616523774
Iğdır,59.31327989422361,49.83059251301545,9.482687381208164
Yalova,45.032647574237224,28.911707516143746,16.120940058093478
Karabük,40.307191737202274,23.15343376214351,17.153757975058763
Kilis,58.498909619578384,45.46886358129392,13.030046038284468
Osmaniye,52.99858772788271,41.67111053812842,11.327477189754289
Düzce,43.89878119378513,30.52221786209656,13.376563331688573
Adana,48.7225688138392,38.24977213058246,10.47279668325674
Adıyaman,58.454190095397315,47.161607638094786,11.292582457302535
Afyonkarahisar,49.436516116250296,33.98734137196259,15.449174744287705
Ağrı,71.19036446112936,64.14703582042858,7.043328640700766
Amasya,49.89112936994612,29.1396428671127,20.751486502833426
Ankara,40.912973674606754,30.063724749719604,10.849248924887142
Antalya,42.60985095628645,31.925279351802864,10.684571604483589
Artvin,48.964406734674014,26.141541401612006,22.822865333062012
Aydın,45.5488687732794,28.104241962045602,17.444626811233793
Balıkesir,45.06869042001521,24.93685958010704,20.13183083990817
Bilecik,42.41233393912162,26.9861920505375,15.426141888584134
Bingöl,52.041472477821216,42.23102355304414,9.810448924777074
Bitlis,65.63234328249288,57.853511396531175,7.7788318859617105
Bolu,45.67423658582967,26.861869826749274,18.8123667590804
Burdur,47.416744653169296,26.690785419186962,20.725959233982334
Bursa,43.590465043561366,31.53270247183678,12.057762571724588
Çanakkale,42.393788764743086,22.730702231295837,19.663086533447245
Çankırı,52.02523881938785,28.22479688799644,23.80044193139141
Çorum,52.15904876692008,30.99590904876692,21.16313971815316
Denizli,44.32830031337123,29.914966999408705,14.413333313962525
Diyarbakır,63.73331063378267,56.33728232929064,7.396028304492036
Edirne,39.419307019852866,21.47760490987933,17.94170210997354
Elazığ,47.42489545817429,34.24582281925366,13.17907263892062
Erzincan,46.972763774699516,29.67304662003125,17.29971715466827
Erzurum,54.98266836086404,42.33372299872935,12.64894536213469
Eskişehir,39.84711337258968,25.082338532741726,14.764774839847957
Gaziantep,62.07765621853816,53.9113363312974,8.166319887240753
Giresun,49.202386197539674,26.460776703103033,22.741609494436634
Gümüşhane,44.898154437864164,28.423953081198995,16.47420135666517
Hakkari,54.58215269960797,49.80952750622432,4.772625193383646
Hatay,54.73589573865242,44.48018663071819,10.255709107934226
Isparta,45.19222825039244,28.130249786566054,17.06197846382639
Mersin,47.58615149131931,35.54980507564418,12.036346415675132
İstanbul,40.3590987483254,31.625414998453483,8.733683749871922
İzmir,40.99130561253913,26.818118014344638,14.17318759819449
Kars,57.704432170281564,45.46625353630608,12.238178633975481
Kastamonu,51.45158733706984,26.068419491060435,25.383167846009403
Kayseri,49.750983781562525,37.98189663258606,11.769087148976464
Kırklareli,39.0316712346332,21.839287717779808,17.192383516853393
Kırşehir,45.03729423868313,29.044495884773664,15.992798353909466
Kocaeli,43.41461253066601,33.98192870580368,9.43268382486233
Konya,50.28702430077946,37.394702500617214,12.89232180016224
Kütahya,43.35602761444139,26.28790463384776,17.068122980593632
Malatya,50.59397510312,36.5047726488932,14.089202454226799
Manisa,45.06195025063842,30.086068287146507,14.975881963491913
Kahramanmaraş,58.476523548708755,46.89292888420018,11.583594664508578
Mardin,68.99054270209723,60.22419184440645,8.76635085769079
Muğla,43.08089021266681,26.97494879718648,16.10594141548033
Muş,70.35088962335318,62.91714770373395,7.433741919619227
Nevşehir,49.668061920021714,33.24130228285717,16.42675963716454
Niğde,52.682309243059876,38.409450833520815,14.27285840953906
Ordu,49.92040705518444,30.170662081674287,19.749744973510154
Rize,45.763290118479006,28.536425425576223,17.22686469290278
Sakarya,45.186673388970036,32.202321022480625,12.984352366489418
Samsun,46.5118994470964,31.03025515986126,15.481644287235138
Siirt,70.64636069206512,62.93733486746783,7.7090258245972905
Sinop,56.056633054805936,27.87694848135039,28.17968457345555
Sivas,51.86934587010692,33.80264401536819,18.066701854738728
Tekirdağ,41.1787904422722,30.09037513810658,11.088415304165625
Tokat,50.62889891971395,31.866663285489675,18.76223563422427
Trabzon,46.8092057499637,29.822205069811165,16.987000680152537
Tunceli,37.11827956989247,19.890083632019113,17.22819593787336
Şanlıurfa,78.90573961515298,72.28640120863858,6.619338406514395
Uşak,44.64911993182339,28.387524992625128,16.26159493919827
Van,66.81886926805815,60.89011895234299,5.92875031571516
Yozgat,52.245166114343576,34.139374162894775,18.105791951448804
Zonguldak,42.61709709767206,27.339129852071505,15.277967245600557
Aksaray,52.99184205005601,39.85204067496051,13.139801375095491
Bayburt,50.1510112015904,33.99090109722063,16.160110104369767
Karaman,49.66537926772748,34.537308821257525,15.128070446469952
Kırıkkale,44.59257753358406,28.618278505662882,15.974299027921186
Batman,68.51689383102303,61.542556513515365,6.974337317507666
Şırnak,74.54022354126683,69.08984735243536,5.450376188831482
Bartın,44.86205639280506,25.788466212931453,19.073590179873605
Ardahan,55.057952450873195,35.7852478990284,19.272704551844793
Iğdır,60.12098418219186,50.71433920503241,9.40664497715945
Yalova,45.23033389220959,29.04307502446382,16.187258867745776
Karabük,41.54531662505525,24.060756650858313,17.48455997419694
Kilis,59.45593009348532,46.309404671825035,13.146525421660279
Osmaniye,53.72738853503185,42.52379168227801,11.20359685275384
Düzce,45.10651833419901,31.440524075841214,13.665994258357795
Adana,48.612110926817145,38.662638886696726,9.949472040120423
Adıyaman,58.505868721978736,47.650522709978816,10.855346011999925
Afyonkarahisar,49.48986394255493,34.46428835967079,15.025575582884146
Ağrı,73.10055197096482,66.20564068958565,6.894911281379171
Amasya,49.5593311683183,29.663958074902087,19.895373093416215
Ankara,40.52295089705596,30.264727895434923,10.258223001621039
Antalya,42.65389824198817,32.32630085814597,10.327597383842209
Artvin,48.3864761338394,26.48802756545922,21.89844856838018
Aydın,45.52372838747521,28.28691935979442,17.236809027680792
Balıkesir,44.84885399472527,24.982366806960695,19.866487187764573
Bilecik,42.19959763457904,27.07160614250781,15.127991492071233
Bingöl,52.45777622401668,43.09318172700545,9.36459449701124
Bitlis,67.28594547245166,59.743743287984444,7.542202184467222
Bolu,45.925159227509596,27.4645036662038,18.460655561305796
Burdur,47.51705445942532,27.2245446401911,20.292509819234215
Bursa,43.25750941503445,31.653479451378953,11.6040299636555
Çanakkale,41.71512432851526,22.552195824334053,19.162928504181203
Çankırı,51.195644115684644,28.064481585515534,23.13116253016911
Çorum,51.50565969418398,31.295421955417872,20.210237738766104
Denizli,44.37317818662449,30.34108476816503,14.032093418459468
Diyarbakır,64.581326456351,57.377405610095636,7.203920846255356
Edirne,38.94220923249945,21.61643369629735,17.325775536202105
Elazığ,47.91630906868482,35.09739668669216,12.818912381992668
Erzincan,47.45681128840828,30.09956481603587,17.357246472372413
Erzurum,56.26912880144944,43.77468191170299,12.49444688974645
Eskişehir,39.373444033237426,25.081969744542643,14.291474288694781
Gaziantep,62.6019884356452,54.636111801958485,7.965876633686713
Giresun,48.77824296737137,26.87934673540708,21.898896231964294
Gümüşhane,45.63791782348668,28.285120060502933,17.352797762983748
Hakkari,57.29405066894392,52.67122117847993,4.622829490463991
Hatay,54.488633187129295,44.700112321289716,9.78852086583959
Isparta,45.060669985070646,28.453408984630734,16.607261000439912
Mersin,47.41645358304799,35.84106294871313,11.575390634334855
İstanbul,40.35075833439578,32.06393356107803,8.28682477331775
İzmir,40.52843643753496,26.886039343856783,13.642397093678177
Kars,58.509148069334984,46.735352930483224,11.77379513885176
Kastamonu,51.28191458823722,26.348552822590566,24.93336176564666
Kayseri,49.815276586633075,38.448300669218774,11.366975917414303
Kırklareli,38.7669662249998,22.09828097118265,16.66868525381715
Kırşehir,45.2847543871094,29.806249592276078,15.478504794833322
Kocaeli,43.13707732980613,34.089538201293124,9.047539128513009
Konya,50.390237223154074,37.96012619952304,12.430111023631033
Kütahya,42.77071416081733,26.358754027926963,16.411960132890364
