City,Total_Dependency_Ratio,Child_Dependency_Ratio,Elderly_Dependency_Ratio
Nevşehir,47.17955839466741,27.86464842845901,19.314909966208397
Niğde,48.29486450031632,31.335023017638235,16.959841482678083
Ordu,50.57478225872626,25.665336839596286,24.909445419129973
Rize,46.761101923247736,24.71417755463724,22.046924368610497
Sakarya,45.018957494477256,28.569936442780225,16.449021051697034
Samsun,46.51465224953286,26.480672639418678,20.03397961011418
Siirt,57.27835379250381,48.21804209010761,9.0603117023962
Sinop,56.00241952668009,23.496216052734685,32.50620347394541
Sivas,49.173932083283574,27.555424415078345,21.618507668205226
Tekirdağ,43.25801749271137,28.652279265537818,14.605738227173557
Tokat,49.92047295346322,26.130385204543565,23.790087748919657
Trabzon,48.80991161204856,26.782779913277015,22.027131698771544
Tunceli,44.73930481283423,20.157085561497325,24.5822192513369
Şanlıurfa,71.53294183389457,64.04181649402824,7.491125339866331
Uşak,45.60782761858206,24.967604770440033,20.640222848142027
Van,54.11558596582153,46.293932618961634,7.8216533468598985
Yozgat,49.765470943046054,26.70042628465375,23.065044658392296
Zonguldak,44.812506940759846,21.891835198598276,22.92067174216157
Aksaray,49.56234685543153,33.77314184590253,15.789205009528995
Bayburt,44.37849402995376,26.06114983780799,18.317344192145764
Karaman,47.41923359568273,29.469149168915244,17.950084426767493
Kırıkkale,44.44353723444971,24.24513040860171,20.198406825848
Batman,55.3687148981423,47.54957581051762,7.819139087624681
Şırnak,58.83632923368023,52.98597584729256,5.850353386387668
Bartın,45.17012535552512,21.275325678570177,23.89479967695495
Ardahan,50.0780338749158,27.738989009544774,22.33904486537103
Iğdır,51.890768643345965,39.83317179193468,12.057596851411285
Yalova,47.517356702394245,27.51199037894868,20.005366323445564
Karabük,43.24324324324324,21.320241104413768,21.923002138829478
Kilis,53.117764861036484,40.67698920529478,12.440775655741708
Osmaniye,51.14016254555936,35.95343988319563,15.186722662363724
Düzce,44.95013586526665,27.74780031848365,17.202335546782997
Adana,48.80028314222326,34.54780810560156,14.252475036621695
Adıyaman,55.93020258776226,42.46739522655807,13.462807361204185
Afyonkarahisar,48.27304481676632,30.273518441773728,17.999526374992598
Ağrı,60.04796072980453,51.185243622976074,8.862717106828457
Amasya,49.929567824639335,25.85236179617503,24.077206028464314
Ankara,40.95067621803645,26.956138422809623,13.994537795226824
Antalya,42.07369444962593,28.27152960666715,13.802164842958781
Artvin,50.08751534784085,22.896801553506275,27.19071379433458
Aydın,49.076629901253106,26.80859527888459,22.268034622368514
Balıkesir,48.69671926338134,23.581651787486543,25.115067475894794
Bilecik,44.472177174133385,26.26190958848571,18.21026758564768
Bingöl,49.378493847690464,37.295075537706104,12.083418309984365
Bitlis,56.886491295398244,47.66554443010153,9.220946865296725
Bolu,45.46134484642739,23.984915935901686,21.4764289105257
Burdur,47.74982027318476,23.62542269084325,24.12439758234151
Bursa,44.55306232574871,29.489297598704923,15.063764727043798
Çanakkale,46.41431860119544,22.244493092465746,24.169825508729698
Çankırı,50.78658116020721,25.01724315043365,25.769338009773563
Çorum,52.054830001669195,26.83452574868911,25.220304252980082
Denizli,44.896323010326654,27.05465958157072,17.84166342875593
Diyarbakır,56.8793644520798,48.60773277581094,8.271631676268857
Edirne,45.00058702873678,20.88164810044407,24.118938928292714
Elazığ,46.703835492749896,30.487337194230985,16.21649829851891
Erzincan,46.189097635979245,26.401835479531037,19.787262156448204
Erzurum,50.20407918031867,35.62673737673137,14.577341803587307
Eskişehir,42.174793591232984,24.181043319438146,17.993750271794838
Gaziantep,56.030973547033504,46.874022163101394,9.156951383932112
Giresun,50.64996084573219,23.01455233620465,27.635408509527537
Gümüşhane,44.421541842082235,23.23458206531779,21.186959776764446
Hakkari,43.34519466539082,37.58198273627973,5.7632119291110975
Hatay,51.74518158160243,38.890990129843594,12.854191451758837
Isparta,46.29368218365382,25.40071817022716,20.89296401342666
Mersin,47.55636922795853,32.112266492090804,15.444102735867729
İstanbul,38.72169675109126,27.744243655174962,10.977453095916294
İzmir,43.21295242747717,24.866450950596843,18.346501476880324
Kars,50.042586682766945,36.288705364843885,13.753881317923064
Kastamonu,52.4124095885151,22.741378094364904,29.671031494150192
Kayseri,46.981291868606924,32.336264453533666,14.645027415073258
Kırklareli,44.745456987699804,21.894728762496882,22.850728225202925
Kırşehir,46.96589530763193,26.954360596475375,20.01153471115656
Kocaeli,43.35115701701884,31.49877092930832,11.85238608771052
Konya,48.75542468147527,33.249346537852716,15.506078143622549
Kütahya,44.41311491859619,23.55617991621303,20.85693500238316
Malatya,47.83568438631446,30.56833313760577,17.267351248708696
Manisa,46.99362108190594,28.423339429363743,18.570281652542203
Kahramanmaraş,52.71597829788573,38.68455208274922,14.0314262151365
Mardin,60.518137147789716,51.211460705404754,9.306676442384962
Muğla,44.09470729513091,24.253210176387473,19.84149711874343
Muş,60.24452699534749,50.72111820407705,9.523408791270443
Nevşehir,47.39763599555933,28.681045983338155,18.716590012221175
Niğde,48.31013447341407,32.13714007024554,16.172994403168524
Ordu,50.126556803492505,26.273695536066754,23.852861267425748
Rize,46.1927960092761,25.084669413904138,21.108126595371964
Sakarya,45.0120038348885,29.19612602309913,15.815877811789377
Samsun,46.411471048696264,27.23821387158522,19.173257177111044
Siirt,56.49400667576588,48.10920868300022,8.384797992765668
Sinop,54.832708743360925,23.804966164298616,31.027742579062306
Sivas,49.03541877192621,28.064856888180074,20.970561883746136
Tekirdağ,43.31101707611186,29.234829079245632,14.076187996866226
Tokat,49.76447160951392,26.657026740923705,23.10744486859021
Trabzon,48.57606315391062,27.510701379689458,21.065361774221163
Tunceli,43.26249097762451,20.16200176437565,23.100489213248856
Şanlıurfa,72.50999896367647,65.2304884823938,7.2795104812826725
Uşak,45.10195598457381,25.49669383953383,19.60526214503999
Van,55.54341678736464,48.09393751293193,7.44947927443272
Yozgat,49.605271580265004,27.530707026165874,22.07456455409913
Zonguldak,44.19037775220859,22.59955730639468,21.590820445813915
Aksaray,49.78736195606505,34.74795987033349,15.03940208573156
Bayburt,43.49776532586219,26.212394103128545,17.28537122273364
Karaman,47.47934138260486,30.170241534017578,17.30909984858728
Kırıkkale,44.38077914203426,24.939113738568036,19.44166540346622
Batman,56.54486480210724,48.946982688767896,7.597882113339348
Şırnak,59.24271508766448,53.60116290749194,5.641552180172539
Bartın,44.83052624222517,21.839401775106577,22.991124467118595
Ardahan,50.231451508481165,28.526803055807328,21.70464845267383
Iğdır,52.057883175164754,40.49647292526081,11.56141024990394
Yalova,47.30716622925941,27.966515386585854,19.340650842673547
Karabük,42.19372378177523,21.419140627176148,20.77458315459909
Kilis,53.68213599540476,41.46017786756987,12.221958127834888
Osmaniye,51.64063031094071,37.15517124172343,14.485459069217278
Düzce,44.81173573399568,28.33803832061986,16.473697413375827
Adana,49.27724691498223,35.397341886070144,13.879905028912093
Adıyaman,57.114658236677876,43.93513262143463,13.17952561524324
Afyonkarahisar,48.44103700526604,30.9155606389147,17.525476366351338
Ağrı,62.33281937975871,53.53880879337477,8.794010586383939
Amasya,49.592262720783985,26.18849667884277,23.403766041941218
Ankara,41.42214950093796,27.838637013992322,13.583512486945631
Antalya,42.28725361130123,28.987226456073373,13.300027155227859
Artvin,50.55100335934306,23.598940651605908,26.952062707737152
Aydın,48.83651899341264,27.242772963065697,21.593746030346946
Balıkesir,48.300707547169814,23.888325471698113,24.412382075471697
Bilecik,43.277026603676646,26.01095224370622,17.266074359970425
Bingöl,50.14879054542363,38.38264677124516,11.766143774178465
Bitlis,58.035295745849204,48.870277196162384,9.16501854968682
Bolu,45.92858767341369,24.74050488969752,21.18808278371617
Burdur,47.240969492291065,23.709216845116778,23.531752647174287
Bursa,44.62853691904709,30.08138841077561,14.547148508271485
Çanakkale,46.24430390667688,22.64502652294516,23.599277383731724
Çankırı,51.83780471725187,25.965826682489084,25.871978034762783
Çorum,52.541189002296285,27.679067750488212,24.862121251808066
Denizli,44.88143617962395,27.579992346739342,17.30144383288461
Diyarbakır,58.29392531888919,50.13839580146781,8.155529517421382
Edirne,44.44932079414838,21.111807732497386,23.337513061650995
Elazığ,47.22132343058536,31.22949718000667,15.991826250578683
Erzincan,46.48219359263251,27.163343783677867,19.31884980895464
Erzurum,51.052881825801045,36.62380729804654,14.429074527754496
Eskişehir,42.289426270159645,24.69254383486826,17.596882435291388
Gaziantep,57.671826380638876,48.564041866222205,9.107784514416675
Giresun,50.40565244659132,23.38072617125472,27.024926275336597
Gümüşhane,44.71621229262823,24.182777505231225,20.533434787397002
Hakkari,46.57300888489036,40.67618860029705,5.896820284593312
Hatay,52.93212200152747,40.434366944283695,12.497755057243772
Isparta,46.33156549226816,25.953746968711183,20.377818523556975
Mersin,47.87957167803164,32.78451719638471,15.095054481646928
İstanbul,39.13745358608474,28.546723713081732,10.590729873003008
İzmir,43.228310187154236,25.46533369498402,17.76297649217021
Kars,52.318060643680965,38.471770372053584,13.846290271627382
Kastamonu,53.2033256890027,23.57357600706628,29.629749681936417
Kayseri,47.67584567787407,33.421230561189994,14.254615116684082
Kırklareli,44.029184328436784,21.937380819610123,22.09180350882666
Kırşehir,46.942982139852404,27.736112112689597,19.206870027162807
Kocaeli,43.82527390882665,32.3118333870613,11.513440521765357
Konya,49.096208360332376,33.94834882721348,15.147859533118899
Kütahya,43.80799548294589,23.71973462307115,20.08826085987474
Malatya,49.03981951908439,32.414665908549,16.62515361053539
Manisa,47.00195030916605,28.946973216288086,18.054977092877966
Kahramanmaraş,53.93231839248011,40.263954347271884,13.668364045208229
Mardin,61.764219376973564,52.52847778370452,9.23574159326904
Muğla,43.97394092066623,24.697749293306117,19.27619162736011
Muş,61.700110985993085,52.38903425983684,9.311076726156239
Nevşehir,47.64537791113016,29.267514406820023,18.37786350431014
Niğde,49.15913562407648,33.04760272015544,16.11153290392104
Ordu,50.7154734210412,27.151061065054172,23.56441235598703
Rize,46.17270521650825,25.67846049908859,20.49424471741966
Sakarya,45.21654485514378,29.855923589487098,15.360621265656679
Samsun,46.720444979082636,27.928805919902906,18.79163905917973
Siirt,60.8821272834986,52.18225256635621,8.699874717142384
Sinop,55.9127788330497,24.353008466497666,31.559770366552037
Sivas,49.84093719615228,29.138228880518817,20.702708315633465
Tekirdağ,43.46668039652501,29.859051283532455,13.607629112992548
Tokat,50.34444514462159,27.509988026970824,22.834457117650768
Trabzon,48.449400684154654,28.07883203731093,20.370568646843722
Tunceli,43.741161637674,20.915611742456512,22.82554989521749
Şanlıurfa,74.0919399517541,66.89693236670408,7.195007585050031
Uşak,45.05310250773647,25.97831084187468,19.074791665861788
Van,57.13581697472042,49.89914064207527,7.23667633264516
Yozgat,50.121261695654674,28.567174674243727,21.554087021410943
Zonguldak,44.30914244799074,23.421576608829557,20.887565839161184
Aksaray,50.118207407201986,35.43379691898113,14.684410488220855
Bayburt,44.01155634573304,26.866794310722103,17.14476203501094
Karaman,47.75259577312404,30.794111149504072,16.958484623619977
Kırıkkale,44.986498084612,25.663059178162484,19.323438906449518
Batman,58.09471365638766,50.52923236390456,7.565481292483106
Şırnak,61.24652626160684,55.57518745897302,5.671338802633824
Bartın,45.48244704064331,22.568806026742596,22.913641013900712
Ardahan,51.21652114196017,29.45158442068086,21.76493672127931
Iğdır,54.89618758511553,43.239069073866965,11.657118511248564
Yalova,47.4616333923844,28.482851967594897,18.978781424789506
Karabük,42.03091278942001,21.764609758433963,20.266303030986045
Kilis,55.50941452286084,42.9787949831264,12.530619539734438
Osmaniye,52.466312713952426,38.29612105618909,14.17019165776334
Düzce,44.81273368077151,28.851666773900675,15.96106690687084
Adana,49.757965374095015,36.15737940945669,13.60058596463833
Adıyaman,57.722343923871875,44.71803751515726,13.004306408714614
Afyonkarahisar,49.3399717446098,31.807582398176244,17.53238934643356
Ağrı,63.66943169729622,55.14099160508,8.528440092216215
Amasya,50.928984867988724,27.31773622950967,23.611248638479058
Ankara,42.0099986978417,28.685633042896853,13.324365654944852
Antalya,43.00978478922445,29.810063184901132,13.199721604323322
Artvin,51.36010998723363,24.491800058921733,26.86830992831189
Aydın,48.595976749427386,27.573103553102605,21.022873196324774
Balıkesir,48.022905136375044,24.18366718903129,23.839237947343754
Bilecik,42.84623950552407,25.976877744829395,16.869361760694666
Bingöl,50.817715935605534,39.325477578069226,11.492238357536303
Bitlis,59.46485478380532,50.31958426884914,9.14527051495618
Bolu,46.36504589715561,25.292145571965,21.07290032519061
Burdur,47.110893739150065,24.013629938568535,23.09726380058153
Bursa,44.90741593226706,30.599743313065993,14.307672619201067
Çanakkale,45.700690232169,22.72537126124242,22.975318970926583
Çankırı,52.429375901708006,26.608336823815954,25.82103907789206
Çorum,53.13140130353817,28.481727188081933,24.64967411545624
Denizli,45.12617434096068,28.123843608989336,17.002330731971345
Diyarbakır,59.38715897048971,51.29631919908392,8.090839771405795
Edirne,43.97432941357313,21.254393135878033,22.719936277695098
Elazığ,47.46809097519998,31.750796158379096,15.717294816820884
Erzincan,47.24281469258113,27.97756782074108,19.26524687184005
Erzurum,51.94413607446917,37.67121225200195,14.272923822467224
Eskişehir,42.54757038767168,25.1337619640001,17.413808423671583
Gaziantep,58.947725755128374,49.86999518777022,9.077730567358161
Giresun,50.49630072915588,24.052448405786443,26.443852323369427
Gümüşhane,44.934686272048815,25.25560693976462,19.679079332284193
Hakkari,47.11577611506226,41.42347249028369,5.692303624778574
Hatay,53.673767293578535,41.39099193234613,12.282775361232398
Isparta,46.3912784987666,26.41446838981353,19.97681010895307
Mersin,48.506917096146736,33.59736901414202,14.909548082004715
İstanbul,39.67663169893918,29.242657077023402,10.433974621915782
İzmir,43.480578138236154,26.049774508192495,17.43080363004366
Kars,53.13541961775666,39.64031207095692,13.495107546799748
Kastamonu,53.751560677078004,24.17545080541171,29.57610987166629
Kayseri,48.41026362649654,34.42737105023275,13.982892576263787
Kırklareli,43.30142885640639,21.8787525571171,21.422676299289286
Kırşehir,47.400481740576026,28.45181684150492,18.9486648990711
Kocaeli,44.403193082648464,32.998880106010006,11.404312976638458
Konya,49.820703395384214,34.81867685027517,15.002026545109052
Kütahya,44.49527538605989,24.425654753580915,20.069620632478973
Malatya,49.68986293255838,33.2323297763052,16.45753315625318
Manisa,47.34617742323792,29.481050482816663,17.865126940421252
Kahramanmaraş,55.15278197241605,41.616728394080525,13.536053578335533
Mardin,62.75301734383194,53.55384435448273,9.199172989349218
Muğla,44.5441754334311,25.41587869591312,19.128296737517978
Muş,63.07224261155109,53.92521408795312,9.147028523597966
Nevşehir,48.29724641658602,30.11560331835931,18.18164309822671
Niğde,49.84386329180674,33.90844374134863,15.93541955045811
Ordu,51.13909718428763,27.78447633709093,23.354620847196703
Rize,46.373914884607245,26.344696167690028,20.029218716917214
Sakarya,45.73833819642494,30.573597533835578,15.164740662589363
Samsun,47.27841765870885,28.68541343563791,18.593004223070942
Siirt,62.17166807517012,53.58191383866855,8.589754236501571
Sinop,56.78516051226096,25.213920634009074,31.571239878251884
Sivas,50.56439072074909,30.08135084534345,20.48303987540563
Tekirdağ,43.444814200701636,30.13629447542925,13.308519725272388
Tokat,50.810280488445834,28.35043160732118,22.459848881124657
Trabzon,48.62419380668831,28.694476392912776,19.92971741377553
Tunceli,44.554472556339,21.595465228812387,22.959007327526614
Şanlıurfa,74.92455785639015,67.84022019229278,7.084337664097376
Uşak,45.49782250172523,26.574446268231917,18.923376233493315
Van,58.5163564223287,51.51449898514745,7.001857437181252
Yozgat,51.31847748663082,29.838123578564478,21.48035390806634
Zonguldak,44.60517571587267,24.32409898256206,20.28107673331061
Aksaray,50.93660626655551,36.332584048320086,14.604022218235416
Bayburt,44.454824956260296,27.541573949822496,16.913251006437804
Karaman,48.573035771685724,31.65725306516049,16.915782706525235
Kırıkkale,45.74029869663491,26.69363526901709,19.046663427617823
Batman,59.68034306139462,52.1246300030849,7.555713058309729
Şırnak,63.692529768322196,57.94041543879824,5.7521143295239465
Bartın,45.91785063225209,23.24068983477531,22.677160797476777
Ardahan,52.34702229069376,30.772070033540356,21.574952257153406
Iğdır,56.47596161252061,44.9135049370735,11.562456675447109
Yalova,47.77850566482325,29.233636506751576,18.544869158071677
Karabük,42.770335668100365,22.519715704410476,20.250619963689886
Kilis,56.65728466149582,43.87340738671766,12.783877274778163
Osmaniye,53.327806628164566,39.25494838815215,14.07285824001242
Düzce,45.43027814752082,29.569449834431683,15.860828313089145
Adana,49.88602859935619,36.73011240533074,13.155916194025444
Adıyaman,57.98678070762682,45.212877569168974,12.773903138457849
Afyonkarahisar,49.854398151913976,32.5139501211993,17.34044803071467
Ağrı,65.24802557874693,56.94851227860095,8.299513300145978
Amasya,50.58281754242652,27.529095993213552,23.05372154921296
Ankara,42.29355730501326,29.347790856695195,12.945766448318064
Antalya,43.29386480609589,30.43187082168649,12.861993984409398
Artvin,50.36015257695379,24.689967178213433,25.67018539874035
Aydın,48.407425384119605,27.930196721224515,20.477228662895094
Balıkesir,47.78228569045534,24.484042584880818,23.29824310557452
Bilecik,45.017603649359174,27.516062086844673,17.501541562514504
Bingöl,51.00997379266731,39.967522201201575,11.042451591465735
Bitlis,60.53439199418224,51.55437452261927,8.980017471562974
Bolu,46.63027327647642,26.002021509984118,20.62825176649231
Burdur,48.5238918762616,25.041288765563223,23.482603110698378
Bursa,44.803167728162464,30.85295151540332,13.950216212759145
Çanakkale,46.49458572622683,23.460590633292846,23.03399509293399
Çankırı,53.26679994583874,27.314796377567678,25.95200356827106
Çorum,53.12532495291793,29.175283936638515,23.950041016279418
Denizli,45.366196317647585,28.649673772176786,16.716522545470795
Diyarbakır,60.00163282443638,51.98661801687192,8.015014807564464
Edirne,43.89062191231686,21.61801654292409,22.272605369392767
Elazığ,47.57476500633761,32.317307330296295,15.257457676041314
Erzincan,47.55038330333203,28.641381654309487,18.909001649022546
Erzurum,52.524273211667236,38.622114318932,13.902158892735233
Eskişehir,42.503643444285366,25.38915512174475,17.114488322540616
Gaziantep,59.64200618765994,50.67058308665763,8.971423101002305
Giresun,49.66146806126261,24.32994023160254,25.331527829660068
Gümüşhane,46.69855270513696,26.32358117481417,20.374971530322796
Hakkari,47.74625780830287,42.40869684297016,5.337560965332715
Hatay,53.772016480736326,41.95915401852322,11.812862462213111
Isparta,46.848766821751965,27.128587389731017,19.720179432020945
Mersin,48.381997152664354,33.93895458475826,14.443042567906097
İstanbul,40.405704507388975,30.075717160967415,10.32998734642156
İzmir,43.359731410950445,26.407037544597117,16.95269386635333
Kars,53.69009860400888,40.730252227760154,12.959846376248732
Kastamonu,53.06722518199195,24.53698808410265,28.530237097889298
Kayseri,49.06541468028834,35.363022217374976,13.702392462913366
Kırklareli,43.10292308361783,22.21369485839521,20.889228225222624
Kırşehir,47.34551098231553,29.09298138189843,18.252529600417102
Kocaeli,44.29991431267349,33.26322771009651,11.036686602576978
Konya,50.354465855472554,35.54254425560834,14.811921599864213
Kütahya,45.14373732136655,25.343675910218916,19.800061411147635
Malatya,49.85677134162777,33.90754920057775,15.94922214105002
Manisa,46.94216583839984,29.580977348100994,17.361188490298847
Kahramanmaraş,55.58040173565144,42.550097090999174,13.030304644652272
Mardin,63.39812803964151,54.30214418988775,9.09598384975377
Muğla,44.44712267078504,25.806619228382143,18.6405034424029
Muş,64.38499124329252,55.59149759690356,8.793493646388956
Nevşehir,48.77936929201467,30.770919522285535,18.00844976972914
Niğde,50.606258501137646,34.860591741573735,15.745666759563909
Ordu,50.938159759735946,28.16461655879234,22.77354320094361
Rize,45.753019952425696,26.470613132877908,19.28240681954779
Sakarya,45.807497280047436,31.039343519520727,14.768153760526706
Samsun,47.21986701044918,29.17921020491247,18.04065680553671
Siirt,63.75903328403465,55.25228892659112,8.506744357443525
Sinop,57.06677115532529,26.044523778425994,31.022247376899298
Sivas,50.57113360074636,30.686118043749023,19.885015556997335
Tekirdağ,43.31307716169675,30.312804074566042,13.000273087130704
Tokat,50.76370238680637,28.883761395014563,21.87994099179181
Trabzon,48.05769118548128,28.836110057479647,19.221581128001635
