City,Marital_Total_Pop,Never_Married,Married,Divorced,Widowed,Pct_Married,Pct_Divorced,Pct_Never_Married,Pct_Widowed,Ever_Married_Pop,Pct_Divorced_Ever_Married
Çanakkale,432655,100934,280564,16599,34558,0.6484704903445008,0.03836544128693763,0.23328980365418173,0.07987426471437982,331721,0.0500390388308247
Çankırı,147015,32799,98476,3604,12136,0.6698364112505527,0.02451450532258613,0.22309968370574432,0.0825493997211169,114216,0.03155424809133572
Çorum,415439,89394,281231,11411,33403,0.6769489624228828,0.02746732974034696,0.21517960518872806,0.0804041026480422,326045,0.03499823643975525
Denizli,793136,181955,526603,34334,50244,0.6639504448165258,0.0432889189243711,0.22941210586835045,0.06334853039075265,611181,0.056176484543858526
Diyarbakır,1103358,415937,637621,11139,38661,0.5778913099827979,0.010095544691750094,0.37697374741471035,0.03503939791074157,687421,0.01620404381012509
Edirne,337508,82034,215445,12262,27767,0.6383404245232706,0.03633099067281368,0.24305794233025588,0.08227064247365988,255474,0.047997056451928574
Elazığ,444642,139978,269944,9204,25516,0.6071041422087882,0.02069979893937145,0.3148105667031005,0.057385492148739885,304664,0.030210330068534515
Erzincan,177996,53800,107638,4323,12235,0.6047214544147059,0.02428706263062091,0.30225398323557834,0.0687374997190948,124196,0.034807884311894105
Erzurum,555056,182479,333457,6607,32513,0.6007628059150788,0.011903303450462656,0.32875781903087253,0.058576071603585946,372577,0.017733247087179296
Eskişehir,684678,179177,428221,30535,46745,0.6254341456860013,0.044597606466105236,0.26169527865653636,0.0682729691913571,505501,0.06040541957384852
Gaziantep,1309353,371062,855410,31169,51712,0.6533073968593649,0.02380488684105814,0.2833934011683633,0.03949431513121366,938291,0.033218905435520536
Giresun,364182,93646,229065,10258,31213,0.6289849580704153,0.028167235063786787,0.25714066043901124,0.0857071464267866,270536,0.03791731969127953
Gümüşhane,136238,45785,80698,1968,7787,0.5923310676903654,0.014445308944640996,0.33606629574714836,0.05715732761784524,90453,0.021757155649895527
Hakkari,181739,87854,88051,632,5202,0.48449149604652825,0.0034775144575462614,0.48340752397669184,0.028623465519233626,93885,0.006731639772061565
Hatay,1108691,312225,714502,30045,51919,0.6444554884995007,0.027099525476440234,0.2816158875647047,0.04682909845935432,796466,0.03772289087042008
Isparta,340952,85219,222582,10121,23030,0.6528250310894202,0.029684530373776954,0.24994427368075273,0.06754616485605011,255733,0.03957643323309858
Mersin,1336742,361346,845811,59623,69962,0.6327406485320278,0.04460322186330646,0.27031843093132407,0.0523376986733416,975396,0.061126967918670984
İstanbul,11283522,3279816,6981769,525898,496039,0.6187579551845602,0.04660761063788416,0.2906730717589774,0.04396136241857817,8003706,0.06570681131965617
İzmir,3398503,847331,2132295,213076,205801,0.6274218383800162,0.06269701689243765,0.24932477623235877,0.06055636849518744,2551172,0.08352082885826592
Kars,206485,67494,125636,2095,11260,0.6084509770685522,0.010146015449064096,0.3268712012979151,0.0545318061844686,138991,0.015072918390399379
Kastamonu,309483,72718,200020,8197,28548,0.6463036741921204,0.026486107476016454,0.23496605629388367,0.09224416203797947,236765,0.034620826557979434
Kayseri,1009212,249834,674840,30015,54523,0.6686801187461108,0.029741025671514012,0.24755353681882497,0.05402531876355018,759378,0.039525769774736694
Kırklareli,295566,73851,187564,11149,23002,0.634592612140774,0.037720847458774014,0.2498629747670571,0.0778235656333949,221715,0.05028527614279593
Kırşehir,181037,45833,116794,5690,12720,0.6451388390218574,0.03143003916326497,0.2531692416467352,0.07026188016814243,135204,0.042084553711428656
Kocaeli,1393230,361941,918925,46333,66031,0.6595644653072357,0.03325581562268972,0.259785534333886,0.04739418473618857,1031289,0.044927270629280446
Konya,1617259,404558,1076317,47061,89323,0.6655192520183842,0.02909923518743751,0.25015040880897865,0.05523110398519965,1212701,0.038806762755205115
Kütahya,464279,103878,311871,12672,35858,0.6717318681224005,0.027293933173802822,0.22374046640059103,0.07723373230320561,360401,0.03516083473686255
Malatya,591345,172630,370998,14170,33547,0.6273799558633285,0.02396232317851677,0.2919277240866161,0.05672999687153861,418715,0.033841634524676686
Manisa,1104358,248168,742549,37831,75810,0.6723806953904441,0.03425610173512575,0.2247169848907691,0.06864621798366109,856190,0.04418528597624359
Kahramanmaraş,785429,205228,527941,17258,35002,0.6721689675323931,0.021972705362292455,0.2612941462563771,0.04456418084893733,580201,0.029744864279792692
Mardin,514819,202661,288674,4207,19277,0.5607291106194604,0.008171804070945322,0.39365485733821015,0.037444227971384116,312158,0.013477149392294928
Muğla,734879,168847,481094,43413,41525,0.6546574334006007,0.05907503139972703,0.22976163422821988,0.056505900971452444,566032,0.07669707719704894
Muş,258755,96286,151304,1349,9816,0.5847384591602095,0.005213425827520241,0.37211261618132985,0.03793549883094047,162469,0.00830312244181967
Nevşehir,224870,50294,151761,7503,15312,0.6748832658869569,0.033365944768088227,0.22365811357673324,0.06809267576822164,174576,0.0429784162771515
Niğde,262640,68282,170888,7069,16401,0.6506548888212002,0.026915169052695705,0.25998324703015535,0.06244669509594883,194358,0.03637102666213894
Ordu,598419,139856,400095,14256,44212,0.6685867260230708,0.02382277300687311,0.233709156961928,0.07388134400812808,458563,0.031088421874420746
Rize,266487,77137,163554,5536,20260,0.6137410080041428,0.020773996480128485,0.2894587728482065,0.07602622266752224,189350,0.02923686295220491
Sakarya,747855,196101,482185,23689,45880,0.6447573393237994,0.03167592648307493,0.26221794331788917,0.06134879087523651,551754,0.042933988697861726
Samsun,1015016,256936,659798,30683,67599,0.6500370437510344,0.03022908013272697,0.2531349259519062,0.06659895016433239,758080,0.04047462009286619
Siirt,205575,81618,115296,1148,7513,0.5608464064210142,0.005584336616806519,0.39702298431229477,0.03654627264988447,123957,0.009261276087675565
Sinop,168003,36767,110670,5026,15540,0.6587382368171997,0.029916132450015773,0.21884728248900318,0.09249834824378136,131236,0.03829741839129507
Sivas,482075,131604,305903,10506,34062,0.634554789192553,0.021793289425919203,0.27299486594409583,0.07065705543743193,350471,0.029976802645582657
Tekirdağ,761059,178848,511842,28936,41433,0.672539185529637,0.038020705359242846,0.23499886342583165,0.05444124568528853,582211,0.04970019460298758
Tokat,474906,118657,309201,10419,36629,0.6510783186567447,0.021939078470265695,0.24985365524967046,0.07712894762331914,356249,0.02924639788462564
Trabzon,618132,180153,383698,12411,41870,0.6207379653536785,0.020078235716643047,0.29144745782454234,0.06773634110513611,437979,0.028336975060448105
Tunceli,70133,25322,37842,2204,4765,0.5395748078650564,0.03142600487644903,0.3610568491295111,0.06794233812898351,44811,0.04918435205641472
Şanlıurfa,1157807,421179,687262,11849,37517,0.5935894324356304,0.01023400273102512,0.36377306407717347,0.03240350075617093,736628,0.01608545968928686
Uşak,282984,60027,192081,11804,19072,0.6787698244423713,0.04171260565968394,0.21212153337291154,0.06739603652503322,222957,0.052942944155150995
Van,704515,258640,417827,3658,24390,0.5930704101403093,0.0051922244380886145,0.36711780444703096,0.03461956097457116,445875,0.008204093075413513
Yozgat,323210,79183,212857,7675,23495,0.6585718263667585,0.023746171219949878,0.24498932582531482,0.07269267658797686,244027,0.0314514377507407
Zonguldak,482804,115599,315127,18541,33537,0.6527017174671296,0.03840274728461239,0.23943256476748329,0.06946297048077481,367205,0.05049223185958797
Aksaray,288698,73518,189459,9857,15864,0.6562532473380488,0.034142945223035834,0.25465365191307177,0.05495015552584361,215180,0.04580816060972209
Bayburt,70752,23917,42081,757,3997,0.5947676390773405,0.010699344188150158,0.33803991406603345,0.056493102668475806,46835,0.016163125867406855
Karaman,187977,46826,123623,6024,11504,0.6576496060688276,0.03204647377072727,0.2491049436899195,0.06119897647052565,141151,0.0426776997683332
Kırıkkale,220067,58343,139362,7698,14664,0.6332707766271181,0.03498025601294151,0.26511471506404866,0.0666342522958917,161724,0.04759961415745344
Batman,369883,148918,205914,2629,12422,0.5567003620063642,0.0071076529605307625,0.4026083923835375,0.03358359264956757,220965,0.01189781187065825
Şırnak,293790,134843,148660,1404,8883,0.5060076925695225,0.004778923721025222,0.4589775009360427,0.030235882773409578,158947,0.008833133056930927
Bartın,158070,36399,104307,5018,12346,0.6598785348263427,0.03174542924021003,0.2302713987473904,0.07810463718605681,121671,0.04124236671022676
Ardahan,75825,22190,47042,977,5616,0.6204022420046159,0.012884932410154962,0.29264754368611934,0.0740652818991098,53635,0.018215717348746156
Iğdır,131878,44236,78867,2569,6206,0.5980299974218596,0.01948012557060313,0.33543123189614643,0.04705864511139083,87642,0.029312430113415944
Yalova,184939,47500,115441,10021,11977,0.624211226404382,0.05418543411611396,0.2568414450170056,0.06476189446249844,137439,0.07291234656829575
Karabük,198784,59753,118750,5945,14336,0.5973820830650354,0.02990683354797167,0.3005926030264005,0.0721184803605924,139031,0.042760247714538485
Kilis,92807,27710,57836,1855,5406,0.6231857510748112,0.01998771644380273,0.29857661598801816,0.058249916493367956,65097,0.028495936832726547
Osmaniye,379398,104596,247443,8981,18378,0.6521990100105958,0.023671711500851348,0.2756893815992704,0.0484398968892825,274802,0.032681712651290745
Düzce,289091,76145,185187,9325,18434,0.6405837608227167,0.032256279164692085,0.2633945712595688,0.0637653887530224,212946,0.043790444525842236
Adana,1614122,461749,1005877,64550,81946,0.6231728456708973,0.03999078136596862,0.2860682154137048,0.05076815754942935,1152373,0.056014849358671195
Adıyaman,422941,135946,262279,6155,18561,0.6201314131285451,0.014552857254321525,0.321430175840129,0.04388555377700436,286995,0.021446366661440095
Afyonkarahisar,544405,124001,368118,13922,38364,0.6761840908882174,0.025572873136727254,0.22777344072886913,0.0704695952461862,420404,0.03311576483572944
Ağrı,341618,124900,201694,1822,13202,0.5904079995784766,0.005333442617192302,0.3656130531763549,0.03864550462797628,216718,0.008407238900322078
Amasya,258207,58717,172208,6074,21208,0.6669377669854032,0.023523761942937257,0.22740282021788719,0.08213565085377236,199490,0.03044764148578876
Ankara,4100245,1077920,2634671,188473,199181,0.6425642857926782,0.04596627762487364,0.26289160769661324,0.048577828885834874,3022325,0.06236026899820502
Antalya,1726569,422665,1132191,96250,75463,0.655746164792719,0.055746396466054934,0.24480052636181932,0.04370691237940679,1303904,0.07381678405772205
Artvin,138393,35910,88015,2706,11762,0.6359786983445694,0.019553012074310115,0.2594784418287052,0.08498984775241522,102483,0.02640437926290214
Aydın,842387,197707,545564,39406,59710,0.6476405737505446,0.046778974509340716,0.23469854116932004,0.07088191057079465,644680,0.06112489917478439
Balıkesir,977347,206587,651860,40784,78116,0.6669688452514818,0.04172929368995863,0.21137528431560132,0.07992657674295824,770760,0.0529140069541751
Bilecik,170398,43991,109211,4946,12250,0.6409171469148699,0.029026162278899988,0.25816617565933875,0.07189051514689139,126407,0.03912757995997057
Bingöl,192551,72279,110273,1598,8401,0.572695026252785,0.00829909997870694,0.3753758744436539,0.043629999324854195,120272,0.01328655048556605
Bitlis,221435,82920,129226,947,8342,0.5835843475512001,0.004276650032740985,0.374466547745388,0.03767245467067085,138515,0.0068368046781936975
Bolu,234680,57025,153836,6677,17142,0.6555138912561786,0.028451508437020625,0.2429904550877791,0.07304414521902165,177655,0.03758408150629028
Burdur,209933,46665,139975,6695,16598,0.6667603473489161,0.03189112716914444,0.22228520527977974,0.07906332020215974,163268,0.041006198397726436
Bursa,2194481,522797,1464569,78567,128548,0.6673874141539616,0.0358020871449787,0.23823263906135436,0.05857785963970524,1671684,0.046998715068158815
Çanakkale,429092,101546,277769,15561,34216,0.6473413626914508,0.03626495017385549,0.23665321189861382,0.07974047523607991,327546,0.04750783096114744
Çankırı,145765,32303,97881,3495,12086,0.6714986450794086,0.02397694919905327,0.22161012588755874,0.08291427983397935,113462,0.03080326452909344
Çorum,414384,88764,281418,11086,33116,0.6791237113402062,0.026752963434881656,0.21420711224371597,0.07991621298119618,325620,0.0340458202813095
Denizli,781936,178385,521374,32767,49410,0.6667732397536371,0.041904964089132614,0.22813248143070533,0.06318931472652493,603551,0.054290358229876184
Diyarbakır,1084089,412718,622551,10829,37991,0.5742618917819478,0.009989032265801055,0.38070490522457107,0.03504417072768011,671371,0.016129680906681997
Edirne,337930,83524,215298,11613,27495,0.637108276862072,0.03436510519930163,0.24716361376616458,0.08136300417246176,254406,0.04564750831348317
Elazığ,439900,139088,266796,8904,25112,0.6064923846328711,0.020240963855421686,0.31618095021595816,0.05708570129574903,300812,0.02959988298339162
Erzincan,176872,54031,106764,3996,12081,0.6036229589759826,0.02259260934461079,0.3054807996743408,0.06830363200506581,122841,0.03252985566708184
Erzurum,551654,180246,332724,6384,32300,0.603138924035718,0.011572471150394994,0.3267374114934361,0.05855119332045086,371408,0.017188644294145523
Eskişehir,671378,175504,420930,29012,45932,0.6269642436898438,0.043212616439621196,0.2614086252453908,0.06841451462514411,495874,0.058506798097903906
Gaziantep,1276335,359529,836231,30003,50572,0.655181437475271,0.02350715133566031,0.2816885848934645,0.03962282629560421,916806,0.03272557116772796
Giresun,348827,88797,219913,9704,30413,0.6304357174186631,0.02781894750119687,0.2545588500890126,0.08718648499112741,260030,0.037318770911048724
Gümüşhane,120565,40236,70976,1712,7641,0.5886948948699872,0.014199809231534856,0.33372869406544187,0.06337660183303612,80329,0.021312352948499296
Hakkari,188767,93083,89830,684,5170,0.47587766929601044,0.0036235147033114898,0.4931105542812038,0.027388261719474272,95684,0.007148530579825258
Hatay,1089175,307780,701805,28749,50841,0.6443454908531687,0.02639520738173388,0.28258085248008813,0.0466784492850093,781395,0.036791891424951526
Isparta,336230,82542,221084,9762,22842,0.657537994824971,0.029033697171578977,0.24549266870891948,0.06793563929453053,253688,0.03848033805304153
Mersin,1315452,354687,835059,57176,68530,0.6348076554674743,0.04346490787957295,0.2696312750294195,0.052096161623533206,960765,0.059510910576467714
İstanbul,11177884,3253057,6926796,509369,488662,0.6196875902451663,0.0455693582076894,0.291026190645743,0.04371686090140137,7924827,0.06427509395473238
İzmir,3353104,840264,2105901,204435,202504,0.6280452380838769,0.06096888137081343,0.2505928834894474,0.06039299705586227,2512840,0.08135615478900368
Kars,207404,67933,126218,2012,11241,0.6085610692175657,0.009700873657210082,0.32753948814873385,0.05419856897649033,139471,0.014425938008618279
Kastamonu,303772,68029,199268,7911,28564,0.6559788262249319,0.026042558234465323,0.22394756593761111,0.09403104960299172,235743,0.033557730240134385
Kayseri,993139,244712,667094,28022,53311,0.6717025512038093,0.028215587143390803,0.2464025680191796,0.05367929363362027,748427,0.037441193329476354
Kırklareli,291292,72416,185529,10541,22806,0.6369175947159551,0.036187056287162025,0.24860277659530644,0.07829257240157643,218876,0.04815968859080027
Kırşehir,178100,44868,115019,5601,12612,0.6458113419427288,0.0314486243683324,0.25192588433464347,0.07081414935429534,133232,0.04203944998198631
Kocaeli,1351905,351075,893019,43547,64264,0.6605634271638909,0.03221158291447994,0.25968910537352846,0.04753588454810064,1000830,0.04351088596464934
Konya,1589041,395179,1061138,44814,87910,0.6677851609870356,0.028201915494943178,0.24869024776579082,0.05532267575223043,1193862,0.03753700176402298
Kütahya,463227,104048,311444,12223,35512,0.6723355935642784,0.026386631176507414,0.2246155772439862,0.07666219801522796,359179,0.034030385963544636
Malatya,582520,169446,366922,13096,33056,0.6298873858408295,0.022481631531964568,0.2908844331525098,0.05674654947469615,413074,0.03170376252196943
Manisa,1090755,244244,735075,36566,74870,0.6739139403440736,0.03352356853738924,0.2239219623105097,0.06864052880802747,846511,0.04319613094218504
Kahramanmaraş,769539,199762,518946,16541,34290,0.6743595841146452,0.02149468707888749,0.25958658365592907,0.04455914515053818,569777,0.029030655853079363
Mardin,510814,202582,285115,4023,19094,0.558158155414691,0.00787566511489505,0.39658662448562493,0.03737955498478898,308232,0.013051857042747021
Muğla,721577,165292,475012,40793,40480,0.6582970355208106,0.05653312120535993,0.22907049420921122,0.05609934906461819,556285,0.07333111624437114
Muş,257424,96879,149536,1271,9738,0.5808937783578842,0.0049373795761079,0.3763402013798247,0.03782864068618311,160545,0.007916783456351802
Nevşehir,221112,47839,150795,7339,15139,0.6819846955389124,0.033191323853974455,0.21635641665762148,0.06846756394949166,173273,0.042355127457826665
Niğde,257426,65663,168841,6764,16158,0.6558816902721559,0.026275512186026275,0.2550752449247551,0.06276755261706277,191763,0.035272706413646014
Ordu,579354,135327,387425,13483,43119,0.6687189524884612,0.02327247244344563,0.23358257645584565,0.07442599861224744,444027,0.030365270580392633
Rize,263637,75844,162480,5236,20077,0.6163019606504399,0.01986064171569241,0.2876834435227225,0.07615395411114526,187793,0.027881763431011806
Sakarya,732459,192018,472994,22385,45062,0.6457617422954732,0.030561437568519194,0.2621552878727683,0.06152153226323931,540441,0.041419877470436184
Samsun,1000708,253384,651618,29194,66512,0.6511569808575528,0.029173345271547746,0.2532047310504163,0.0664649428204831,747324,0.039064716240880794
Siirt,201777,79764,113428,1107,7478,0.562145338665953,0.005486254627633477,0.39530769116400777,0.037060715542405726,122013,0.009072803717636645
Sinop,166586,36273,109952,4888,15473,0.6600314552243286,0.029342201625586786,0.21774338779969504,0.0928829553503896,130313,0.037509688212227485
Sivas,478292,129818,304515,10170,33789,0.6366717402758147,0.021263161416038737,0.27141996939108326,0.07064512891706322,348474,0.029184386783519
Tekirdağ,734953,173306,494487,27079,40081,0.6728144520806092,0.03684453291571026,0.23580555491303526,0.05453546009064525,561647,0.04821355762605337
Tokat,465975,114265,305511,9818,36381,0.6556381780138419,0.021069799881967916,0.2452170180803691,0.07807500402382102,351710,0.02791504364391118
Trabzon,608659,175950,379262,11942,41505,0.623110805886383,0.019620181415209503,0.289078120918281,0.06819089178012648,432709,0.027598224210728228
Tunceli,73463,28036,38617,2063,4747,0.5256659815145039,0.02808216381035351,0.38163429209261807,0.06461756258252453,45427,0.045413520593479646
Şanlıurfa,1124854,413157,663980,11124,36593,0.5902810498073527,0.009889283409224663,0.36729833382821236,0.032531332955210185,711697,0.015630247141690916
Uşak,279274,58465,190471,11422,18916,0.6820219569311858,0.040898902153440705,0.2093463766766688,0.06773276423870464,220809,0.05172796398697517
Van,694499,256241,410844,3434,23980,0.5915688863482885,0.004944571554458682,0.3689580546552263,0.03452848744202656,438258,0.007835567177324773
Yozgat,320645,77579,212185,7461,23420,0.6617442966520607,0.023268723978231376,0.24194670118043318,0.07304027818927475,243066,0.030695366690528497
Zonguldak,479275,112967,315156,17891,33261,0.6575682019717282,0.03732929946273016,0.2357039278076261,0.0693985707579156,366308,0.0488414121449709
Aksaray,280416,68968,186454,9366,15628,0.6649192628095401,0.03340037658336186,0.24594887595572293,0.0557314846513751,211448,0.0442945783360448
Bayburt,60501,18556,37387,695,3863,0.6179567279879672,0.011487413431182956,0.3067056742863754,0.06385018429447448,41945,0.016569316962689234
Karaman,185321,45847,122319,5841,11314,0.6600385277437527,0.03151828449015492,0.2473923624413855,0.06105082532470686,139474,0.04187877310466467
Kırıkkale,214567,55518,137198,7375,14476,0.6394179906509389,0.03437154828095653,0.2587443549101213,0.06746610615798329,159049,0.046369357870844834
Batman,358510,143735,200063,2541,12171,0.5580402220300689,0.0070876684053443415,0.40092326573875203,0.033948843825834706,214775,0.011830985915492958
Şırnak,295421,135860,149403,1429,8729,0.5057291120130255,0.00483716458884101,0.4598860609096848,0.02954766248844869,159561,0.008955822538088881
Bartın,156108,35425,103646,4795,12242,0.6639377866605171,0.03071591462320957,0.22692623055833142,0.07842006815794193,120683,0.039732190946529335
Ardahan,76058,22244,47257,935,5622,0.6213284598595809,0.012293249888243183,0.2924610165926004,0.07391727365957558,53814,0.017374660868918868
Iğdır,131030,44265,78309,2377,6079,0.5976417614286804,0.018140883767076243,0.3378233992215523,0.046393955582690986,86765,0.027395839336137845
Yalova,181259,46357,113463,9704,11735,0.6259716758891972,0.053536651973143404,0.2557500593073999,0.06474161283025946,134902,0.07193370001927325
Karabük,194569,56646,118077,5657,14189,0.6068644028596539,0.029074518551259452,0.2911357924438117,0.07292528614527494,137923,0.041015639160981124
Kilis,92163,27757,57275,1778,5353,0.6214532947061185,0.019291906730466674,0.3011729218883934,0.05808187667502143,64406,0.0276061236530758
Osmaniye,370534,101390,242926,8294,17924,0.655610551258454,0.02238391078821377,0.2736321093340962,0.04837342861923602,269144,0.03081621734090301
Düzce,280714,71771,181743,9111,18089,0.6474311933141916,0.03245652158424589,0.25567303376390205,0.06443925133766039,208943,0.04360519376097787
Adana,1593380,457874,994245,60921,80340,0.6239848623680478,0.03823381741957348,0.2873602028392474,0.05042111737313133,1135506,0.05365097146118118
Adıyaman,417728,135198,258567,5759,18204,0.6189841236402636,0.013786483070323272,0.32365079669066954,0.04357859659874368,282530,0.020383676069797897
Afyonkarahisar,540712,121763,367633,13309,38007,0.6799053840121914,0.024613842489162437,0.22519011969403305,0.07029065380461318,418949,0.031767589849838525
Ağrı,338709,123538,200342,1685,13144,0.5914870877360803,0.0049747718543056135,0.3647319675591732,0.03880617285044094,215171,0.007830980940740155
Amasya,257269,57898,172658,5780,20933,0.6711185568412829,0.022466756585519436,0.22504849010180006,0.08136619647139764,199371,0.028991177252458984
Ankara,4006560,1057272,2576099,179323,193866,0.6429702787428617,0.04475734794936304,0.2638852282257098,0.04838714508206541,2949288,0.06080213258250805
Antalya,1675652,407340,1105487,89807,73018,0.6597354343264592,0.05359525724911855,0.24309343467498024,0.04357587374944201,1268312,0.07080828691993768
Artvin,139024,36084,88703,2604,11633,0.6380409137990563,0.018730578892853032,0.25955230751524916,0.08367619979284152,102940,0.025296289100446862
Aydın,832118,194106,542135,36858,59019,0.6515121653419347,0.04429419865932476,0.2332673971720357,0.07092623882670486,638012,0.05777007329015755
Balıkesir,979245,207094,655408,38892,77851,0.6692993071192602,0.03971631205673759,0.21148333665221675,0.07950104417178541,772151,0.05036838649435149
Bilecik,168836,44038,108020,4661,12117,0.6397924613234144,0.027606671562936815,0.26083299770191193,0.07176786941173684,124798,0.0373483549415856
Bingöl,190681,72241,108658,1526,8256,0.5698417776286049,0.00800289488727246,0.3788578830612384,0.043297444422884294,118440,0.012884160756501182
Bitlis,217214,81587,126516,885,8226,0.5824486451149558,0.0040743230178533615,0.3756065446978556,0.03787048716933531,135627,0.006525249397243912
Bolu,229370,53647,152520,6285,16918,0.6649518245629332,0.02740114225923181,0.23388847713301653,0.07375855604481842,175723,0.03576651889621734
Burdur,208228,45034,140301,6387,16506,0.673785465931575,0.030673108323568395,0.21627254739996543,0.07926887834489117,163194,0.03913746828927534
Bursa,2151552,512798,1438966,73832,125956,0.6688037286572669,0.03431569397346659,0.23833865042536737,0.0585419269438991,1638754,0.04505374205036265
Çanakkale,428542,102768,277388,14453,33933,0.6472831134404562,0.033725982517466196,0.2398084668480569,0.07918243719402066,325774,0.04436511201016656
Çankırı,148650,32874,100243,3398,12135,0.6743558694920955,0.022859064917591657,0.22115035317860746,0.08163471241170535,115776,0.029349778883360975
Çorum,415841,89290,283157,10513,32881,0.6809261232057445,0.025281297418965423,0.21472149210876273,0.07907108726652735,326551,0.03219405238385428
Denizli,768889,173555,515500,31264,48570,0.670447879993081,0.04066126580039511,0.22572178819049304,0.06316906601603092,595334,0.052515058773730375
Diyarbakır,1064084,406625,609986,10230,37243,0.573249856214359,0.009613902661819931,0.38213618473729516,0.035000056386525875,657459,0.0155599056367013
Edirne,335834,81874,215821,10924,27215,0.6426419004627286,0.03252797513057046,0.24379306443064133,0.0810370599760596,253960,0.04301464797605922
Elazığ,433145,134988,264893,8546,24718,0.6115573306860289,0.01973011347239377,0.3116462154705699,0.0570663403710074,298157,0.02866275150340257
Erzincan,177140,53442,107817,3808,12073,0.6086541718414813,0.021497120921305183,0.3016935757028339,0.06815513153437959,123698,0.03078465294507591
Erzurum,547221,174748,334355,5932,32186,0.6110054255958745,0.010840227257360372,0.31933715994086487,0.05881718720590036,372473,0.015925986581577727
Eskişehir,661091,173704,414816,27502,45069,0.62747186090871,0.04160092937280949,0.26275353922531086,0.06817367049316962,487387,0.05642743856524692
Gaziantep,1245751,349809,818194,28375,49373,0.6567877529297589,0.022777425023138655,0.2808017011425237,0.03963312090457884,895942,0.031670576890021895
Giresun,350579,88358,222702,9245,30274,0.635240559189227,0.026370661106341224,0.252034491512612,0.08635428819181981,262221,0.03525652026344191
Gümüşhane,117053,38735,68913,1640,7765,0.5887333088430028,0.01401074726833144,0.33091847282854775,0.06633747106011807,78318,0.020940269159069436
Hakkari,183605,89603,88307,613,5082,0.4809618474442417,0.003338689033523052,0.4880204787451322,0.02767898477710302,94002,0.006521137848130891
Hatay,1076509,308085,691522,27182,49720,0.642374564448602,0.025250137249200888,0.2861889682297129,0.0461863300724843,768424,0.03537369993649339
Isparta,333815,80918,220937,9435,22525,0.6618546200739931,0.028264158291269117,0.24240372661504125,0.06747749501969653,252897,0.037307678620149706
Mersin,1298555,352448,824787,54064,67256,0.635157540496937,0.04163397006672802,0.27141553496001325,0.051792954476321755,946107,0.05714364231529837
İstanbul,10953151,3182488,6803669,489107,477887,0.6211608878577498,0.044654456055613585,0.29055456279202213,0.04363009329461449,7770663,0.0629427630563827
İzmir,3306941,831473,2081572,194651,199245,0.629455439331999,0.05886134648304884,0.25143266843889867,0.06025054574605353,2475468,0.07863200009048794
Kars,208218,67474,127602,1969,11173,0.6128288620580353,0.009456435082461651,0.32405459662469144,0.05366010623481159,140744,0.013989939180355824
Kastamonu,302336,67939,198295,7666,28436,0.6558762436494496,0.025355895427603727,0.2247135637171888,0.09405429720575784,234397,0.03270519673886611
Kayseri,976522,238953,659090,26150,52329,0.6749361509520523,0.02677871056668462,0.24469802011629027,0.05358711836497283,737569,0.03545431003743379
Kırklareli,287962,70884,184633,9889,22556,0.641171404560324,0.03434133670414846,0.24615747911182725,0.07832977962370034,217078,0.04555505394374372
Kırşehir,175601,43539,114144,5428,12490,0.6500190773401062,0.030910985700537012,0.247942779369138,0.07112715759021873,132062,0.041101906680195664
Kocaeli,1306813,340097,864262,40246,62208,0.6613509354437093,0.030797061247477643,0.26024917107497403,0.04760283223383912,966716,0.04163166845278241
Konya,1564902,385531,1050166,42660,86545,0.6710746104228891,0.027260492989337352,0.24636111398669053,0.055303782601083006,1179371,0.03617182379420895
Kütahya,463427,104963,311538,11640,35286,0.6722482721118967,0.025117224503535616,0.22649306147462275,0.07614144190994482,358464,0.032471880021424745
Malatya,578314,170009,363360,12411,32534,0.628309188433965,0.021460659779981118,0.2939735161175417,0.05625663566851226,408305,0.030396394851887682
Manisa,1080184,243273,728284,34577,74050,0.6742221695562978,0.03201028713626567,0.22521440791568845,0.06855313539174807,836911,0.04131502632896449
Kahramanmaraş,761000,198286,513190,15810,33714,0.6743626806833114,0.020775295663600524,0.2605597897503285,0.04430223390275953,562714,0.02809597770803641
Mardin,502149,200389,279084,3860,18816,0.5557792607373508,0.007686961439732032,0.3990628279654047,0.03747094985751241,301760,0.012791622481442206
Muğla,708793,160565,470345,37975,39908,0.6635858424109718,0.05357699638681533,0.22653299341274533,0.056304167789467445,548228,0.06926862546239886
Muş,256705,97318,148475,1223,9689,0.5783876434039072,0.004764223525057946,0.37910441946981943,0.0377437136012154,159387,0.007673147747306869
Nevşehir,219105,46510,150362,7223,15010,0.6862554483010429,0.03296592957714338,0.2122726546632893,0.06850596745852446,172595,0.04184941626350706
Niğde,254813,63963,168601,6324,15925,0.6616656136068411,0.024818200013343117,0.25101937499264165,0.062496811387174125,190850,0.03313597065758449
Ordu,574076,134390,384611,12752,42323,0.6699653007615717,0.022213086768999225,0.234097924316641,0.07372368815278814,439686,0.029002515431467
Rize,263509,75587,163062,4919,19941,0.6188099837197212,0.018667294096216827,0.2868478875484329,0.07567483463562914,187922,0.026175753770181245
Sakarya,717910,188389,464262,21023,44236,0.6466855176832751,0.029283614937805576,0.2624131158501762,0.06161775152874316,529521,0.039701919281765974
Samsun,991183,252362,646056,27544,65221,0.6518029465799958,0.027789015751884364,0.25460686876187344,0.06580116890624638,738821,0.0372810193538083
